id_mhs,list matkul,rekomendasi matkul
13514050,"IF4031-2013, IF4071-2013, IF4072-2013, KU2065-2013, KU4079-2013, KU4172-2013, DK3014-2013, IF4020-2013, KU4273-2013, MA2281-2013, AS2005-2013, MA3182-2013","IF4033-2013, KU4078-2013, KU2061-2013, IF4043-2013, IF4061-2013, TI3004-2013, KU4072-2013"
13514051,"IF4070-2013, IF4071-2013, IF4072-2013, KU2062-2013, KU4079-2013, DK3016-2013, DK4206-2013, IF4033-2013, IF4061-2013, AS2005-2013, IF4050-2013, KU4072-2013","IF2112-2013, IF4031-2013, KU2061-2013, DK3014-2013, IF4042-2013, KU4078-2013, IF4021-2013"
13514052,"IF4031-2013, IF4071-2013, KU2062-2013, DK3016-2013, DK4206-2013, IF4040-2013, IF4041-2013, IF4061-2013, AS2005-2013, IF4050-2013, TI3004-2013","DK3014-2013, IF4072-2013, IF2112-2013, KU4072-2013, IF4042-2013, IF4021-2013, IF4073-2013, KU2061-2013, IF4033-2013, KU4079-2013, IF4070-2013, TL2105-2013, KU4273-2013, IF4043-2013, KU2063-2013, KU4012-2013, KU4183-2013, KU2065-2013, IF4020-2013, KU4078-2013, BI2001-2013, KU4182-2013, IF4150-2019, IF4031-2019, IF4043-2019, IF4074-2019, IF4072-2019, KU4070-2013, TL4002-2013, KU4095-2013, KU4184-2013, KU4071-2013, IF4052-2019, IF4071-2019, IF4041-2019, IF3159-2019, TL4103-2013, IF4061-2019"
13514053,"IF4031-2013, IF4071-2013, IF4072-2013, KU2063-2013, DK3014-2013, IF4041-2013, KU4273-2013, AS2005-2013, IF4050-2013, TI3004-2013","IF4033-2013, IF2112-2013, KU2061-2013, KU4079-2013, IF4043-2013, IF4061-2013, KU4072-2013"
13514054,"IF4031-2013, IF4070-2013, KU2061-2013, KU4079-2013, DK3016-2013, IF4020-2013, IF4021-2013, IF4033-2013, IF4040-2013, IF4040-2013, IF4061-2013, IF4073-2013, IF5282-2013, AS2005-2013, MA2082-2013, AS3201-2013, IF5180-2013, IF4070-2019, IF4071-2019, IF4074-2019, IF4044-2019, IF4051-2019, IF4061-2019","IF4150-2019, IF4031-2019, IF4042-2013, IF2112-2013, IF4072-2019, DK3014-2013, IF4041-2019"
13514055,"IF4031-2013, IF4071-2013, IF4072-2013, KU2065-2013, DK3014-2013, IF4033-2013, IF4041-2013, IF4061-2013, AS2005-2013, KU4072-2013","DK4206-2013, TI3004-2013, IF4050-2013, IF2112-2013, KU2061-2013, KU4273-2013, KU4079-2013"
13514056,"IF4071-2013, IF4072-2013, KU2065-2013, DK3014-2013, DK4206-2013, IF4021-2013, KU4273-2013, AS2005-2013, IF4050-2013, KU4072-2013","IF4042-2013, IF2112-2013, DK3016-2013, IF4061-2013, IF4073-2013, KU2061-2013, IF4070-2013"
13514057,"IF4031-2013, IF4071-2013, IF4072-2013, KU2061-2013, KU4078-2013, DK3014-2013, DK4206-2013, IF4041-2013, AS2005-2013, KU4072-2013","KU4079-2013, IF4033-2013, IF4073-2013, IF4050-2013, IF2112-2013, TI3004-2013, IF4020-2013"
13514058,"IF4070-2013, IF4071-2013, KU2061-2013, KU4079-2013, DK3014-2013, IF4040-2013, IF4061-2013, AS2005-2013, MB4046-2013, DK4212-2013","KU4078-2013, IF4031-2013, IF4033-2013, KU4273-2013, IF4072-2013, KU4094-2013, IF4042-2013, IF2112-2013, KU2062-2013, IF4050-2013, IF4043-2013, BI2001-2013, IF4020-2013, DK3016-2013, IF4021-2013, DK4206-2013, KU4012-2013, KU2065-2013, KU4072-2013, IF4041-2013, KU4183-2013, TI3004-2013, IF4073-2013, KU4070-2013, TL2105-2013, KU4182-2013, KU2063-2013, KU4095-2013, KU4071-2013, TL4002-2013, IF4150-2019, IF4072-2019, IF4074-2019, IF4071-2019, TL4103-2013, IF4043-2019, IF4031-2019, IF4061-2019, IF3159-2019, IF4041-2019, BI2001-2019, IF4052-2019, IF4021-2019"
13514059,"BI2001-2013, IF4070-2013, KU2065-2013, DK3016-2013, IF4020-2013, IF4021-2013, IF4040-2013, IF4041-2013, IF4073-2013, KU4071-2013, KU4072-2013, KU4070-2013, MA3181-2013, IF4043-2019, IF4073-2019, IF4074-2019, IF4150-2019, IF4150-2019, IF4061-2019","IF4042-2013, IF2112-2013, KU4183-2013, AS2005-2013, IF4072-2019, KU4182-2013, IF4071-2019"
13514060,"IF4031-2013, IF4071-2013, IF4072-2013, KU2062-2013, KU4078-2013, DK4206-2013, IF4021-2013, IF4073-2013, AS2005-2013, KU4072-2013","KU4079-2013, KU2061-2013, IF4033-2013, DK3014-2013, IF4061-2013, IF4041-2013, IF4042-2013, IF2112-2013, TI3004-2013, IF4043-2013, IF4020-2013, KU4273-2013, TL4103-2013, DK3016-2013, IF4050-2013, KU2065-2013, IF4070-2013, IF4040-2013, KU2063-2013, KU4071-2013, BI2001-2013, IF4150-2019, IF4031-2019, TL2105-2013, IF4043-2019, IF4074-2019, IF4072-2019, KU4070-2013, KU4182-2013, KU4012-2013, TL4002-2013, KU4184-2013, KU4183-2013, IF4052-2019, IF4071-2019, IF4041-2019, IF3159-2019, IF4061-2019"
13514061,"IF4031-2013, IF4071-2013, KU2063-2013, DK3014-2013, IF4033-2013, IF4073-2013, AS2005-2013, IF4050-2013, TI3004-2013, KU4072-2013","IF2112-2013, KU2061-2013, IF4072-2013, DK4206-2013, IF4041-2013, KU4273-2013, KU4079-2013"
13514062,"IF4071-2013, IF4072-2013, KU2061-2013, KU4095-2013, DK3014-2013, DK3016-2013, IF4021-2013, IF4041-2013, KU4183-2013, AS2005-2013, KU4072-2013","IF4042-2013, IF2112-2013, DK4206-2013, TI3004-2013, IF4061-2013, IF4070-2013, KU4273-2013"
13514063,"IF4043-2013, IF4071-2013, KU2061-2013, KU4078-2013, KU4193-2013, DK3014-2013, DK3016-2013, IF4041-2013, IF4061-2013, KU4273-2013, AS2005-2013","IF4042-2013, IF2112-2013, IF4072-2013, IF4021-2013, KU4079-2013, IF4031-2013, TI3004-2013"
13514064,"IF4031-2013, IF4071-2013, IF4072-2013, KU2061-2013, KU4078-2013, KU4079-2013, DK3014-2013, IF4033-2013, IF4061-2013, KU4183-2013, AS2005-2013","IF4050-2013, IF2112-2013, IF4020-2013, KU4273-2013, IF4041-2013, IF4150-2019, IF4061-2019, IF4074-2019, TI3004-2013, IF4043-2013, KU2062-2013, KU4072-2013, IF4071-2019, IF4073-2013, DK4206-2013, IF4072-2019, IF4041-2019, BI2001-2013, DK3016-2013, TL4103-2013, KU4012-2013, IF4040-2013, KU2065-2013, KU4182-2013, IF4043-2019, IF4070-2013, IF4021-2013, IF4042-2013, KU2063-2013, KU4070-2013, IF4031-2019, KU4095-2013, KU4071-2013, TL4002-2013, TL2105-2013, IF3159-2019, BI2001-2019, IF4052-2019, IF4021-2019"
13514065,"IF4043-2013, IF4071-2013, KU2061-2013, KU4078-2013, KU4079-2013, DK3014-2013, DK3016-2013, IF4061-2013, KU4273-2013, AS2005-2013, IF4050-2013, AR4232-2013","IF4042-2013, IF2112-2013, IF4072-2013, IF4033-2013, IF4031-2013, IF4021-2013, IF4070-2013"
13514066,"IF4070-2013, IF4071-2013, IF4072-2013, KU2062-2013, DK3014-2013, IF4041-2013, KU4273-2013, AS2005-2013, IF4050-2013, TI3004-2013","IF4043-2013, IF4061-2013, IF4042-2013, IF2112-2013, IF4031-2013, IF4033-2013, KU2063-2013"
13514067,"IF4071-2013, IF4072-2013, KU2061-2013, KU4079-2013, DK4206-2013, IF4061-2013, IF5282-2013, AS2005-2013, IF4050-2013, IF5146-2013, IF5148-2013, KU4072-2013, IF4051-2013","IF4033-2013, IF4031-2013, IF2112-2013, KU4078-2013, IF4073-2013, IF4043-2013, DK3014-2013"
13514068,"IF4043-2013, IF4070-2013, IF4071-2013, KU2065-2013, KU4095-2013, KU4172-2013, DK3014-2013, IF4041-2013, KU4183-2013, AS2005-2013, II4032-2013, MA3051-2013, DP3208-2013, MS4093-2013","KU4273-2013, IF4061-2013, IF4072-2013, TI3004-2013, IF4042-2013, IF2112-2013, IF4050-2013, KU4079-2013, IF4150-2019, IF4061-2019, IF4074-2019, KU4078-2013, IF4031-2013, KU2062-2013, IF4071-2019, IF4072-2019, IF4041-2019, DK3016-2013, IF4021-2013, KU2061-2013, KU4072-2013, KU2063-2013, IF4040-2013, KU4182-2013, IF4043-2019, IF4033-2013, KU4012-2013, IF4020-2013, DK4206-2013, IF4031-2019, TL2105-2013, IF4073-2013, KU4070-2013, KU4071-2013, TL4002-2013, IF4052-2019, TL4103-2013, BI2001-2013, IF3159-2019"
13514069,"IF4071-2013, IF4072-2013, KU2062-2013, DK3014-2013, DK4206-2013, IF4033-2013, IF4061-2013, IF5282-2013, AS2005-2013, IF4050-2013, IF5146-2013, IF5148-2013, IF4051-2013","IF2112-2013, IF4031-2013, KU2061-2013, KU4072-2013, IF4073-2013, KU4273-2013, KU4079-2013, KU4078-2013, IF4043-2013, IF4041-2013, TI3004-2013, KU2063-2013, DK3016-2013, KU4012-2013, KU2065-2013, BI2001-2013, IF4020-2013, KU4183-2013, IF4040-2013, IF4070-2013, IF4021-2013, IF4042-2013, IF4150-2019, IF4031-2019, KU4071-2013, IF4043-2019, IF4074-2019, IF4072-2019, KU4070-2013, KU4182-2013, KU4095-2013, KU4184-2013, TL4103-2013, IF4052-2019, IF4071-2019, TL4002-2013, TL2105-2013, IF4041-2019, IF3159-2019, IF4061-2019"
13514070,"IF4031-2013, IF4070-2013, IF4071-2013, KU2063-2013, KU4078-2013, DK3014-2013, DK4206-2013, AS2005-2013, IF4050-2013, KU4072-2013","IF4072-2013, KU4079-2013, KU2061-2013, IF4033-2013, IF4073-2013, IF2112-2013, KU4273-2013"
13514071,"IF4031-2013, IF4071-2013, IF4072-2013, KU2061-2013, DK3014-2013, DK4206-2013, IF4033-2013, IF4041-2013, KU4182-2013, AS2005-2013","IF4050-2013, IF2112-2013, KU4072-2013, IF4073-2013, TI3004-2013, IF4020-2013, KU4273-2013"
13514072,"BI2001-2013, KU2061-2013, IF4021-2013, IF4040-2013, IF4061-2013, ME3036-2013, KU4071-2013, KU4070-2013, IF4043-2019, IF4070-2019, IF4150-2019, IF4150-2019, KU4078-2019, IF4020-2019, IF4021-2019, IF4042-2019","IF4074-2019, AS2005-2013, IF4051-2019, KU4183-2013, IF4072-2019, KU2061-2019, KU4182-2013, IF4041-2019, KU2062-2013, DK3014-2013, KU4184-2013, IF4071-2019, IF4031-2019, IF4061-2019, IF4073-2019, IF3159-2019, BI2001-2019, DK3014-2019, IF4052-2019, IF4033-2019, IF4050-2013, II4038-2019, IF4072-2013, IF2112-2013, IF4044-2019, KU4078-2013, DK3016-2013, II4032-2019, KU4072-2019, IF4071-2013, IF4042-2013, IF4070-2013, II4062-2013, KU4273-2019, AS2005-2019, KU4079-2013, IF4031-2013, KU4183-2019, KU4012-2013, IF4041-2013, KU4072-2013, IF4043-2013, IF4073-2013, TI3004-2013, IF4033-2013, IF4020-2013, IF4040-2019, KU4070-2019, TL4002-2013, DK4206-2013, KU2063-2013, KU2062-2019, KU4079-2019, TL4103-2013"
13514073,"IF4031-2013, IF4071-2013, IF4072-2013, KU2063-2013, DK3014-2013, DK3016-2013, IF4033-2013, IF4041-2013, KU4182-2013, AS2005-2013","IF4042-2013, IF2112-2013, TI3004-2013, IF4021-2013, IF4061-2013, IF4050-2013, KU2061-2013"
13514074,"IF4031-2013, IF4043-2013, IF4071-2013, KU2065-2013, KU4078-2013, DK3014-2013, IF4040-2013, KU4273-2013, AS2005-2013, IF4050-2013","KU4079-2013, KU2061-2013, IF4033-2013, IF4061-2013, IF2112-2013, IF4072-2013, IF4041-2013"
13514075,"IF4031-2013, IF4070-2013, IF4071-2013, KU4079-2013, IF4033-2013, KU2064-2013, KU4294-2013, AS2005-2013, KU4094-2013, KU4072-2013, IF4051-2013","IF2112-2013, KU2061-2013, KU4078-2013, IF4072-2013, DK4206-2013, IF4050-2013, DK3014-2013"
13514076,"IF4031-2013, IF4071-2013, IF4072-2013, KU2061-2013, KU4078-2013, IF4020-2013, IF4033-2013, IF4041-2013, AS2005-2013, MK3011-2013, FI3266-2013, MA4151-2013","IF4050-2013, IF2112-2013, KU4079-2013, TI3004-2013, DK3014-2013, IF4073-2013, KU4072-2013"
13514077,"BI2001-2013, KU2061-2013, KU4078-2013, KU4095-2013, KU4172-2013, DK3016-2013, IF4021-2013, IF4040-2013, IF4041-2013, IF4061-2013, IF4073-2013, KU4182-2013, KU4183-2013, IF4050-2013, KU4291-2013, IF4043-2019, IF4052-2019, KU4078-2019","IF3159-2019, KU4183-2019, II4032-2019, IF4042-2013, IF2112-2013, IF4020-2019, II4038-2019"
13514078,"IF4071-2013, KU2061-2013, KU2061-2013, KU4078-2013, DK3014-2013, DK3016-2013, DK4206-2013, IF4033-2013, IF4041-2013, IF4061-2013, AS2005-2013, IF4050-2013, PL4042-2013","IF4031-2013, IF2112-2013, IF4042-2013, IF4072-2013, KU4072-2013, IF4073-2013, KU4079-2013"
13514079,"IF4031-2013, IF4071-2013, IF4072-2013, KU2062-2013, DK3014-2013, IF4033-2013, IF4041-2013, KU4273-2013, AS2005-2013, TI3004-2013, DK4212-2013","IF4050-2013, IF2112-2013, KU2061-2013, KU4079-2013, IF4043-2013, IF4061-2013, KU4078-2013"
13514080,"BI2001-2013, KU2062-2013, DK3016-2013, IF4020-2013, IF4021-2013, IF4040-2013, II4051-2013, KU4071-2013, KU4072-2013, MA3181-2013, IF4051-2013","IF4042-2013, IF2112-2013, DK3014-2013, IF4071-2013, IF4072-2013, IF4061-2013, IF4070-2013"
13514081,"IF4043-2013, KU2062-2013, KU4078-2013, KU4079-2013, KU4095-2013, KU4172-2013, DK3014-2013, IF4041-2013, IF4061-2013, KU4273-2013, ME4034-2013, AS2005-2013, IF4050-2013, MB4044-2013, KU4070-2013, ME4014-2013","IF4033-2013, IF4031-2013, IF4071-2013, KU2061-2013, TI3004-2013, IF4072-2013, IF2112-2013"
13514082,"IF4070-2013, IF4071-2013, IF4072-2013, KU2061-2013, KU4012-2013, DK3014-2013, DK4206-2013, IF4041-2013, IF4073-2013, IF4073-2013, AS2005-2013, IF4050-2013, KU4072-2013","IF4033-2013, IF4031-2013, IF2112-2013, TI3004-2013, KU4273-2013, KU4094-2013, IF4042-2013"
13514083,"IF4031-2013, IF4043-2013, IF4071-2013, KU2062-2013, KU4079-2013, KU4172-2013, DK3014-2013, DK3016-2013, IF4061-2013, KU4182-2013, KU4273-2013, AS2005-2013","IF4042-2013, IF2112-2013, IF4072-2013, IF4033-2013, KU4078-2013, IF4021-2013, IF4070-2013"
13514084,"IF4043-2013, KU2063-2013, KU4095-2013, TL4103-2013, DK4206-2013, IF4041-2013, IF4061-2013, IF4050-2013, KU4072-2013, IF4051-2013","IF4071-2013, AS2005-2013, IF4072-2013, IF4073-2013, KU2061-2013, KU4079-2013, DK3014-2013"
13514085,"IF4071-2013, IF4072-2013, KU2063-2013, DK3014-2013, IF4041-2013, IF4061-2013, KU4182-2013, KU4273-2013, AS2005-2013, PL4042-2013, TI3004-2013, DP3111-2013, KU4071-2013, KU4070-2013","IF4043-2013, IF4150-2019, KU2061-2013, IF4031-2013, IF4041-2019, KU2062-2013, KU4072-2013"
13514086,"IF4031-2013, IF4071-2013, IF4072-2013, KU2061-2013, KU4095-2013, DK4206-2013, IF4020-2013, IF4033-2013, IF4073-2013, AS2005-2013, MK3011-2013","IF4050-2013, IF2112-2013, KU4072-2013, DK3014-2013, KU4079-2013, KU4078-2013, IF4061-2013"
13514087,"IF4071-2013, KU2065-2013, KU4172-2013, MA2121-2013, DK3014-2013, IF4020-2013, IF4033-2013, KU4273-2013, MA2231-2013, MA2281-2013, AS2005-2013, TI3004-2013, KU4072-2013, MA3051-2013, KU4070-2013, MA3021-2013","IF4072-2013, DK4206-2013, IF4041-2013, IF4031-2013, KU2061-2013, IF4043-2013, IF4061-2013"
13514088,"IF4071-2013, IF4072-2013, KU2061-2013, KU4079-2013, KU4172-2013, DK3014-2013, IF4021-2013, IF4061-2013, ME4034-2013, AS2005-2013","KU4078-2013, IF4031-2013, IF4042-2013, IF2112-2013, DK3016-2013, IF4070-2013, IF4033-2013"
13514089,"IF4031-2013, IF4070-2013, IF4071-2013, IF4072-2013, KU2061-2013, KU4079-2013, DK3014-2013, IF4061-2013, AS2005-2013, MK3011-2013","KU4078-2013, IF4033-2013, IF4050-2013, IF2112-2013, IF4020-2013, KU4273-2013, KU4094-2013"
13514090,"BI2001-2013, IF4071-2013, IF4072-2013, KU2061-2013, KU4193-2013, DK3014-2013, DK4206-2013, IF4041-2013, IF4061-2013, TI3004-2013, KU4072-2013","AS2005-2013, IF4073-2013, IF4031-2013, IF4050-2013, IF4021-2013, KU4273-2013, DK3016-2013"
13514091,"IF4071-2013, IF4072-2013, KU2065-2013, DK4206-2013, IF4041-2013, IF4061-2013, KU4183-2013, AS2005-2013, TI3004-2013, KU4072-2013, KU4070-2013","IF4073-2013, KU2061-2013, DK3014-2013, IF4031-2013, IF4150-2019, IF4061-2019, IF4074-2019"
13514092,"IF4031-2013, IF4071-2013, IF4072-2013, KU2061-2013, DK3016-2013, DK4206-2013, IF4040-2013, IF4061-2013, IF4073-2013, AS2005-2013","DK3014-2013, IF2112-2013, KU4072-2013, IF4042-2013, IF4033-2013, IF4050-2013, IF4020-2013"
13514093,"IF4031-2013, IF4043-2013, KU2063-2013, KU4078-2013, KU4079-2013, KU4095-2013, KU4172-2013, DK3014-2013, DK3016-2013, IF4041-2013, ME4034-2013, AS2005-2013, IF4050-2013, TI3004-2013","IF4071-2013, IF4042-2013, IF2112-2013, IF4072-2013, KU2061-2013, IF4033-2013, KU4273-2013, IF4061-2013, IF4021-2013, IF4070-2013, TL2105-2013, KU4072-2013, KU4012-2013, DK4206-2013, KU2062-2013, KU2065-2013, IF4040-2013, IF4020-2013, IF4073-2013, BI2001-2013, KU4182-2013, KU4183-2013, IF4150-2019, KU4071-2013, IF4072-2019, IF4074-2019, IF4071-2019, TL4002-2013, IF4031-2019, IF4052-2019, IF4041-2019, TL4103-2013, IF4061-2019, IF4043-2019"
13514094,"IF4031-2013, IF4043-2013, IF4071-2013, IF4072-2013, KU2062-2013, DK3014-2013, IF4033-2013, KU4273-2013, AS2005-2013, IF4050-2013, TI3004-2013","IF2112-2013, KU2061-2013, IF4061-2013, IF4041-2013, KU4079-2013, KU4078-2013, KU4072-2013"
13514095,"IF4070-2013, KU2061-2013, KU4078-2013, KU4079-2013, DK3016-2013, IF4020-2013, IF4021-2013, IF4033-2013, IF4041-2013, IF4073-2013, AS2005-2013","IF4042-2013, IF2112-2013, DK3014-2013, IF4031-2013, IF4071-2013, IF4072-2013, IF4050-2013"
13514096,"IF4031-2013, IF4072-2013, KU2061-2013, DK3014-2013, IF4020-2013, IF4033-2013, AS2005-2013, IF4050-2013, TI3004-2013, KU4072-2013","IF2112-2013, IF4071-2013, DK4206-2013, IF4041-2013, KU4273-2013, KU4079-2013, KU4078-2013"
13514097,"BI2001-2013, IF4031-2013, IF4071-2013, II4033-2013, KU2065-2013, DK4206-2013, IF4033-2013, IF4061-2013, IF4050-2013, KU4071-2013","IF2112-2013, KU2061-2013, IF4073-2013, IF4072-2013, KU4072-2013, AS2005-2013, IF4021-2013"
13514098,"IF4031-2013, IF4043-2013, IF4070-2013, KU2061-2013, KU4190-2013, IF4033-2013, IF4041-2013, KU4182-2013, KU4294-2013, ME4034-2013, KU4074-2013, AS2005-2013, IF4051-2013, ME4014-2013, BI4102-2013","IF4050-2013, IF2112-2013, KU4273-2013, IF4061-2013, IF4071-2013, KU4079-2013, DK3014-2013"
13514099,"IF4071-2013, IF4072-2013, KU2061-2013, KU4079-2013, DK3014-2013, IF4033-2013, IF4061-2013, IF4073-2013, AS2005-2013, IF4050-2013, KU4071-2013","IF4031-2013, IF2112-2013, KU4078-2013, DK4206-2013, KU4273-2013, IF4043-2013, IF4020-2013"
13514100,"IF4043-2013, IF4071-2013, IF4072-2013, KU2063-2013, KU4078-2013, KU4079-2013, KU4095-2013, DK3014-2013, IF4041-2013, KU4273-2013, AS2005-2013, TI3004-2013","IF4061-2013, IF4031-2013, KU2061-2013, IF4033-2013, IF4050-2013, KU2062-2013, KU4072-2013"
13514101,"IF4031-2013, IF4071-2013, IF4072-2013, KU2061-2013, KU4172-2013, DK3014-2013, IF4020-2013, IF4041-2013, KU4182-2013, AS2005-2013, TI3004-2013, KU4072-2013","DK4206-2013, IF4033-2013, IF4050-2013, IF2112-2013, KU4273-2013, KU4079-2013, IF4150-2019"
13514102,"IF4071-2013, IF4072-2013, KU2062-2013, KU4012-2013, KU4079-2013, DK3014-2013, IF4041-2013, IF4061-2013, AS2005-2013, TI3004-2013","IF4033-2013, KU4078-2013, IF4031-2013, KU4273-2013, KU2061-2013, IF2112-2013, IF4050-2013, IF4043-2013, KU4072-2013, DK4206-2013, DK3016-2013, KU2065-2013, BI2001-2013, KU4183-2013, IF4070-2013, IF4020-2013, IF4040-2013, IF4021-2013, IF4042-2013, KU2063-2013, IF4073-2013, KU4182-2013, KU4095-2013, IF4150-2019, IF4031-2019, TL4103-2013, IF4043-2019, IF4074-2019, IF4072-2019, TL4002-2013, KU4070-2013, KU4184-2013, KU4071-2013, IF4052-2019, IF4071-2019, IF4041-2019, IF3159-2019, IF4061-2019"
13514103,"BI2001-2013, IF4031-2013, IF4071-2013, IF4072-2013, KU2061-2013, KU4078-2013, DK3014-2013, IF4020-2013, IF4061-2013, MA2252-2013","IF4033-2013, IF4050-2013, IF2112-2013, AS2005-2013, KU4079-2013, IF4021-2013, IF4073-2013"
13514104,"IF4071-2013, IF4072-2013, KU2062-2013, KU4012-2013, DK3014-2013, IF4041-2013, KU4273-2013, AS2005-2013, IF4050-2013, KU4072-2013","DK4206-2013, TI3004-2013, IF4043-2013, IF4061-2013, IF2112-2013, IF4031-2013, IF4033-2013"
13514105,"IF4070-2013, IF4071-2013, IF4072-2013, KU2062-2013, KU4075-2013, KU4078-2013, KU4184-2013, IF4020-2013, KU4182-2013, KU4183-2013, AS2005-2013","IF4031-2013, KU2061-2013, KU4079-2013, IF4150-2019, IF4041-2019, IF4041-2013, IF4061-2019, IF4074-2019, DK3014-2013, IF4061-2013, IF4043-2013, IF4071-2019, IF4072-2019, TI3004-2013, IF4043-2019, KU4273-2013, KU4072-2013, DK4206-2013, IF4073-2013, IF4033-2013, IF4042-2013, KU2065-2013, IF2112-2013, IF4050-2013, IF4031-2019, DK3016-2013, KU4012-2013, IF4021-2013, KU2063-2013, IF4040-2013, BI2001-2013, TL2105-2013, KU4070-2013, TL4002-2013, KU4071-2013, IF4052-2019, TL4103-2013, IF3159-2019"
13514106,"IF4031-2013, IF4071-2013, IF4072-2013, KU2065-2013, KU4012-2013, DK3014-2013, DK3016-2013, IF4061-2013, AS2005-2013, TI3004-2013, KU4072-2013","IF4042-2013, IF2112-2013, DK4206-2013, IF4041-2013, IF4021-2013, KU4273-2013, IF4070-2013"
13514107,"IF4031-2013, IF4043-2013, IF4071-2013, IF4072-2013, KU2062-2013, KU4078-2013, KU4172-2013, DK3014-2013, IF4041-2013, IF4061-2013, KU4273-2013, AS2005-2013, TI3004-2013","KU4079-2013, KU2061-2013, IF4033-2013, IF4050-2013, KU4072-2013, IF4020-2013, DK4206-2013"
13514108,"IF4031-2013, IF4071-2013, IF4072-2013, KU2061-2013, DK3014-2013, DK3016-2013, DK4206-2013, IF4033-2013, KU4183-2013, AS2005-2013","IF4042-2013, IF2112-2013, IF4050-2013, KU4072-2013, IF4073-2013, IF4020-2013, IF4021-2013"
13514109,"IF4071-2013, IF4072-2013, KU2065-2013, DK3014-2013, DK3016-2013, IF4020-2013, IF4021-2013, IF4041-2013, AS2005-2013, TI3004-2013","IF4042-2013, IF2112-2013, IF4031-2013, KU2061-2013, IF4061-2013, IF4070-2013, KU4273-2013"
13514110,"IF4043-2013, IF4071-2013, KU2065-2013, KU4078-2013, KU4095-2013, KU4172-2013, DK3014-2013, IF4040-2013, IF4041-2013, KU4273-2013, ME4034-2013, AS2005-2013, IF4050-2013, TI3004-2013, KU4070-2013","IF4061-2013, IF4072-2013, KU4079-2013, IF4031-2013, KU2061-2013, KU2062-2013, IF4033-2013, IF2112-2013, KU2063-2013, KU4072-2013, KU4012-2013, DK3016-2013, IF4042-2013, IF4020-2013, DK4206-2013, BI2001-2013, IF4070-2013, KU4182-2013, IF4021-2013, IF4073-2013, KU4183-2013, KU4071-2013, IF4150-2019, TL2105-2013, IF4072-2019, IF4074-2019, IF4052-2019, IF4071-2019, TL4002-2013, IF4031-2019, IF4041-2019, IF4061-2019, IF4043-2019, IF3159-2019"
13514111,"IF4071-2013, IF4072-2013, KU2061-2013, KU4012-2013, KU4172-2013, KU4193-2013, DK3014-2013, IF4041-2013, IF4061-2013, AS2005-2013, TI3004-2013, II4032-2013","KU4273-2013, KU4079-2013, KU4078-2013, IF4031-2013, IF2112-2013, KU2062-2013, IF4043-2013"
13515001,"IF4031-2013, KU2061-2013, KU4078-2013, DK3014-2013, IF4020-2013, IF4033-2013, AS2005-2013, KU4072-2013, IF4043-2019, IF4052-2019, IF4073-2019, KU4071-2019","IF3159-2019, KU4183-2019, II4032-2019, IF4020-2019, II4038-2019, IF4031-2019, IF4033-2019"
13515002,"IF4043-2013, IF4071-2013, IF4072-2013, KU2061-2013, KU4079-2013, KU4190-2013, IF4061-2013, IF5282-2013, KU4182-2013, AS2005-2013, IF5010-2013, TI3004-2013, IF5146-2013, IF5148-2013, KU4072-2013","DK4206-2013, KU4078-2013, IF4031-2013, KU4273-2013, IF4041-2013, IF4033-2013, DK3014-2013"
13515003,"IF4031-2013, IF4043-2013, IF4071-2013, IF4072-2013, KU2061-2013, KU4078-2013, KU4079-2013, DK3014-2013, DK3016-2013, IF4020-2013, IF4033-2013, KU4182-2013, AS2005-2013, KU4070-2013","IF4042-2013, IF2112-2013, IF4050-2013, KU4273-2013, IF4061-2013, IF4021-2013, IF4070-2013"
13515004,"IF4043-2013, KU2061-2013, TL4103-2013, IF4020-2013, IF4061-2013, IF4073-2013, IF5111-2013, KU4183-2013, IF5010-2013, IF5210-2013, IF5211-2013, KU4291-2013, IF5160-2013, ET3010-2013, ET4242-2013","IF4150-2019, IF4061-2019, IF4074-2019, IF4033-2013, IF4050-2013, KU4079-2013, DK3014-2013"
13515005,"IF4031-2013, IF4071-2013, IF4072-2013, KU2063-2013, DK3016-2013, IF4021-2013, IF5282-2013, KU4182-2013, KU4183-2013, AS2005-2013, IF5010-2013, TI3004-2013, IF5210-2013, IF5211-2013, KU4070-2013","IF4042-2013, IF2112-2013, DK3014-2013, IF4041-2013, IF4061-2013, IF4033-2013, KU4079-2013"
13515006,"KU2062-2013, KU4012-2013, KU4078-2013, KU4079-2013, KU4095-2013, KU4172-2013, DK3016-2013, IF4020-2013, IF4021-2013, IF4040-2013, IF4061-2013, AS2005-2013","IF4042-2013, IF2112-2013, DK3014-2013, IF4071-2013, IF4072-2013, IF4033-2013, IF4031-2013"
13515007,"IF4031-2013, IF4071-2013, IF4072-2013, KU2063-2013, KU4079-2013, DK3014-2013, IF4033-2013, AS2005-2013, IF4050-2013, KU4072-2013","IF2112-2013, KU2061-2013, DK4206-2013, KU4078-2013, KU4273-2013, IF4061-2013, IF4043-2013"
